opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location
CS2ZS0B4,Kami Bicknell,GTX Plus Pro,Rantouch,Lost,9/10/2017,9/27/2017,0,Summer Sewald,West,GTX,5482,telecommunications,1994,1188.42,3015,United States
R7LGVRHC,Kami Bicknell,GTXPro,J-Texon,Won,9/10/2017,11/12/2017,4467,Summer Sewald,West,GTX,4821,retail,1989,1388.67,3583,United States
3KLVZN6M,Kary Hendrixson,GTX Basic,Cheers,Won,9/10/2017,12/5/2017,538,Summer Sewald,West,GTX,550,entertainment,1993,4269.9,6472,United States
WGSLK719,Kary Hendrixson,MG Advanced,Y-corporation,Won,9/10/2017,12/12/2017,3021,Summer Sewald,West,MG,3393,employment,1983,2871.35,9561,United States
0MMDQ1OR,Lajuana Vencill,GTX Basic,Codehow,Won,9/10/2017,11/12/2017,511,Dustin Brinkmann,Central,GTX,550,software,1998,2714.9,2641,United States
SMQV0BRI,Maureen Marcano,GTX Plus Pro,Blackzim,Won,9/10/2017,9/21/2017,5832,Summer Sewald,West,GTX,5482,retail,2009,497.11,1588,United States
XT8HCGAD,Rosalina Dieter,MG Special,Bubba Gump,Engaging,9/10/2017,,,Celia Rouche,West,MG,55,software,2002,987.39,2253,United States
X56STCJP,Versie Hillebrand,GTX Plus Pro,Inity,Lost,9/10/2017,9/30/2017,0,Dustin Brinkmann,Central,GTX,5482,marketing,1986,2403.58,8801,United States
K214R7RK,Versie Hillebrand,MG Advanced,Conecom,Lost,9/10/2017,11/24/2017,0,Dustin Brinkmann,Central,MG,3393,technolgy,2005,1520.66,1806,United States
NR9UD54C,Versie Hillebrand,MG Special,Warephase,Won,9/10/2017,11/27/2017,50,Dustin Brinkmann,Central,MG,55,services,1997,2041.73,5276,United States
GTXI4PAR,Vicki Laflamme,MG Advanced,Scotfind,Lost,9/10/2017,11/24/2017,0,Celia Rouche,West,MG,3393,software,1996,6354.87,16780,United States
T94JAB4C,Vicki Laflamme,MG Special,Plexzap,Won,9/10/2017,11/22/2017,58,Celia Rouche,West,MG,55,retail,2001,2437.85,4874,United States
8YOOE8I5,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,9/10/2017,11/24/2017,0,Cara Losch,East,GTX,550,finance,1998,2022.14,5113,United States
8G2OTKLL,Violet Mclelland,MG Special,Mathtouch,Won,9/10/2017,9/27/2017,66,Cara Losch,East,MG,55,marketing,1984,3027.46,9516,Jordan
LW0Z6TMR,Anna Snelling,GTX Basic,Finhigh,Lost,9/11/2017,9/13/2017,0,Dustin Brinkmann,Central,GTX,550,finance,2006,1102.43,1759,United States
R3NAMX4P,Anna Snelling,GTX Plus Pro,Toughzap,Lost,9/11/2017,11/14/2017,0,Dustin Brinkmann,Central,GTX,5482,retail,1995,332.43,799,United States
VYJ20GOM,Anna Snelling,MG Special,Cancity,Won,9/11/2017,11/17/2017,44,Dustin Brinkmann,Central,MG,55,retail,2001,718.62,2448,United States
GIWI7CWJ,Boris Faz,GTX Plus Basic,Konex,Won,9/11/2017,12/30/2017,1140,Rocco Neubert,East,GTX,1096,technolgy,1980,7708.38,13756,United States
VTO3SNNX,Cassey Cress,GTX Plus Pro,Zencorporation,Won,9/11/2017,9/21/2017,5245,Rocco Neubert,East,GTX,5482,technolgy,2011,40.79,142,China
OVPNOM6O,Cecily Lampkin,GTX Plus Pro,Gogozoom,Won,9/11/2017,12/4/2017,5520,Dustin Brinkmann,Central,GTX,5482,telecommunications,2007,86.68,187,United States
6KM4E0V1,Darcel Schlecht,GTX Plus Pro,Inity,Lost,9/11/2017,11/19/2017,0,Melvin Marxen,Central,GTX,5482,marketing,1986,2403.58,8801,United States
QWIPE5FB,Darcel Schlecht,GTXPro,Ron-tech,Lost,9/11/2017,11/14/2017,0,Melvin Marxen,Central,GTX,4821,medical,1992,3922.42,6837,United States
BZPU6P5P,Garret Kinder,MG Special,Yearin,Lost,9/11/2017,12/23/2017,0,Cara Losch,East,MG,55,retail,2005,2261.05,3851,United States
ZCFAVNF3,Gladys Colclough,MG Special,Streethex,Won,9/11/2017,9/20/2017,53,Melvin Marxen,Central,MG,55,retail,1988,1376.8,1165,Belgium
RDMKSDT0,Kami Bicknell,GTX Plus Pro,Plusstrip,Won,9/11/2017,12/10/2017,4872,Summer Sewald,West,GTX,5482,entertainment,2002,349.81,315,United States
QPCY8RU0,Kary Hendrixson,GTX Basic,Doncon,Lost,9/11/2017,11/24/2017,0,Summer Sewald,West,GTX,550,technolgy,2010,587.72,1501,United States
Y93GK95W,Markita Hansen,MG Advanced,Hatfan,Won,9/11/2017,9/21/2017,3138,Celia Rouche,West,MG,3393,services,1982,792.46,1299,United States
ZPB5KNCD,Maureen Marcano,GTX Basic,Finjob,Lost,9/11/2017,9/28/2017,0,Summer Sewald,West,GTX,550,employment,1988,2059.9,3644,United States
ZDAJ4PFJ,Moses Frase,GTX Basic,Bioholding,Won,9/11/2017,12/3/2017,513,Dustin Brinkmann,Central,GTX,550,medical,2012,587.34,1356,Philipines
7VHJG9J1,Reed Clapper,GTX Plus Basic,Iselectrics,Lost,9/11/2017,12/28/2017,0,Rocco Neubert,East,GTX,1096,technolgy,2011,527.11,1428,United States
8XY5IA68,Rosie Papadopoulos,GTXPro,Sonron,Engaging,9/11/2017,,,Cara Losch,East,GTX,4821,telecommunications,1999,1699.85,5108,United States
EHPG1PNC,Violet Mclelland,GTX Basic,Kan-code,Won,9/11/2017,12/18/2017,644,Cara Losch,East,GTX,550,software,1982,11698.03,34288,United States
RKOQZJZR,Zane Levy,GTX Plus Basic,J-Texon,Engaging,9/11/2017,,,Summer Sewald,West,GTX,1096,retail,1989,1388.67,3583,United States
3CJMQNT0,Zane Levy,GTXPro,Lexiqvolax,Lost,9/11/2017,11/14/2017,0,Summer Sewald,West,GTX,4821,medical,2004,1618.89,3889,United States
1MTLDVU8,Zane Levy,GTX Basic,Newex,Won,9/11/2017,9/19/2017,560,Summer Sewald,West,GTX,550,services,1991,1012.72,3492,Germany
4Z7LYTKN,Anna Snelling,GTX Plus Pro,Treequote,Lost,9/12/2017,12/6/2017,0,Dustin Brinkmann,Central,GTX,5482,telecommunications,1988,5266.09,8595,United States
MX0QEMEB,Anna Snelling,MG Advanced,Statholdings,Lost,9/12/2017,11/27/2017,0,Dustin Brinkmann,Central,MG,3393,employment,1997,291.27,586,United States
Y25T06D2,Anna Snelling,GTX Plus Basic,dambase,Won,9/12/2017,12/26/2017,866,Dustin Brinkmann,Central,GTX,1096,marketing,1995,2173.98,2928,United States
JY5LPMSJ,Boris Faz,GTX Plus Basic,Plussunin,Lost,9/12/2017,9/19/2017,0,Rocco Neubert,East,GTX,1096,retail,2003,1419.98,4018,United States
YND6FAFG,Corliss Cosme,MG Special,Kan-code,Lost,9/12/2017,12/1/2017,0,Cara Losch,East,MG,55,software,1982,11698.03,34288,United States
D4PEXI47,Darcel Schlecht,GTXPro,Inity,Lost,9/12/2017,11/15/2017,0,Melvin Marxen,Central,GTX,4821,marketing,1986,2403.58,8801,United States
WRSA8PVU,Darcel Schlecht,GTX Basic,Finhigh,Won,9/12/2017,12/16/2017,626,Melvin Marxen,Central,GTX,550,finance,2006,1102.43,1759,United States
965CJ4YG,Darcel Schlecht,GTXPro,Toughzap,Won,9/12/2017,12/3/2017,4079,Melvin Marxen,Central,GTX,4821,retail,1995,332.43,799,United States
ML5QMJPM,Garret Kinder,MG Advanced,Konex,Won,9/12/2017,12/5/2017,3497,Cara Losch,East,MG,3393,technolgy,1980,7708.38,13756,United States
EWEW7ZMQ,Garret Kinder,MG Advanced,Opentech,Won,9/12/2017,11/16/2017,3072,Cara Losch,East,MG,3393,finance,1994,355.23,853,United States
JY8W2PKW,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Lost,9/12/2017,12/15/2017,0,Melvin Marxen,Central,MG,3393,retail,2007,894.33,1635,Italy
JFBWABB1,Hayden Neloms,MG Advanced,Labdrill,Won,9/12/2017,11/26/2017,3473,Celia Rouche,West,MG,3393,medical,1985,2741.37,9226,United States
A0Z6FYRO,Jonathan Berthelot,GTX Basic,Conecom,Won,9/12/2017,9/19/2017,530,Melvin Marxen,Central,GTX,550,technolgy,2005,1520.66,1806,United States
51AC0Q99,Jonathan Berthelot,GTX Plus Basic,Gogozoom,Won,9/12/2017,12/16/2017,1066,Melvin Marxen,Central,GTX,1096,telecommunications,2007,86.68,187,United States
897MKBP9,Jonathan Berthelot,MG Special,Cancity,Won,9/12/2017,12/18/2017,64,Melvin Marxen,Central,MG,55,retail,2001,718.62,2448,United States
Y5IRSKVA,Jonathan Berthelot,MG Special,Rangreen,Won,9/12/2017,12/25/2017,59,Melvin Marxen,Central,MG,55,technolgy,1987,2938.67,8775,Panama
QS440NN9,Kary Hendrixson,GTX Plus Basic,Goodsilron,Won,9/12/2017,11/30/2017,1077,Summer Sewald,West,GTX,1096,marketing,2000,2952.73,5107,United States
JOKH5C6I,Kary Hendrixson,GTXPro,Sunnamplex,Won,9/12/2017,11/21/2017,4999,Summer Sewald,West,GTX,4821,marketing,2008,894.37,1593,Poland
1MZ8GDLF,Marty Freudenburg,MG Special,Betatech,Won,9/12/2017,9/21/2017,72,Melvin Marxen,Central,MG,55,medical,1986,647.18,1185,Kenya
64SDWSQH,Maureen Marcano,GTX Plus Pro,Kan-code,Won,9/12/2017,9/20/2017,4870,Summer Sewald,West,GTX,5482,software,1982,11698.03,34288,United States
XS7CNY5H,Reed Clapper,GTX Plus Basic,Initech,Lost,9/12/2017,9/20/2017,0,Rocco Neubert,East,GTX,1096,telecommunications,1994,6395.05,20275,United States
U0SS8E43,Reed Clapper,GTXPro,Zencorporation,Lost,9/12/2017,12/18/2017,0,Rocco Neubert,East,GTX,4821,technolgy,2011,40.79,142,China
2MH79C2B,Versie Hillebrand,MG Special,Konmatfix,Won,9/12/2017,9/26/2017,54,Dustin Brinkmann,Central,MG,55,marketing,1985,375.43,1190,United States
3YZFYEMI,Versie Hillebrand,MG Special,Toughzap,Won,9/12/2017,12/9/2017,50,Dustin Brinkmann,Central,MG,55,retail,1995,332.43,799,United States
I35REHYN,Vicki Laflamme,GTX Basic,Genco Pura Olive Oil Company,Engaging,9/12/2017,,,Celia Rouche,West,GTX,550,retail,2007,894.33,1635,Italy
Y3AAS62P,Vicki Laflamme,GTX Plus Basic,Zoomit,Engaging,9/12/2017,,,Celia Rouche,West,GTX,1096,entertainment,1992,324.19,978,United States
BPPV8ZSB,Vicki Laflamme,MG Special,Xx-holding,Lost,9/12/2017,11/1/2017,0,Celia Rouche,West,MG,55,finance,1993,7537.24,20293,United States
DRJG2FVR,Violet Mclelland,GTX Plus Pro,Initech,Lost,9/12/2017,9/15/2017,0,Cara Losch,East,GTX,5482,telecommunications,1994,6395.05,20275,United States
SWXO4J19,Zane Levy,GTX Plus Basic,Konex,Won,9/12/2017,11/20/2017,1029,Summer Sewald,West,GTX,1096,technolgy,1980,7708.38,13756,United States
07DPEL0B,Anna Snelling,GTX Basic,Cancity,Won,9/13/2017,11/25/2017,629,Dustin Brinkmann,Central,GTX,550,retail,2001,718.62,2448,United States
7GDRCAJR,Cassey Cress,GTX Basic,Iselectrics,Won,9/13/2017,9/24/2017,600,Rocco Neubert,East,GTX,550,technolgy,2011,527.11,1428,United States
EJ8YBRD3,Corliss Cosme,GTX Basic,Konex,Lost,9/13/2017,11/3/2017,0,Cara Losch,East,GTX,550,technolgy,1980,7708.38,13756,United States
G7HADWB0,Corliss Cosme,GTXPro,Kinnamplus,Won,9/13/2017,9/18/2017,4535,Cara Losch,East,GTX,4821,retail,2004,702.72,1831,United States
M3IFAMV2,Donn Cantrell,MG Advanced,Ontomedia,Lost,9/13/2017,11/29/2017,0,Rocco Neubert,East,MG,3393,employment,1997,882.12,2769,United States
65AT4VFM,Elease Gluck,MG Special,Dalttechnology,Lost,9/13/2017,9/19/2017,0,Celia Rouche,West,MG,55,software,2013,98.79,96,United States
H6SE0L31,Gladys Colclough,GTXPro,Conecom,Won,9/13/2017,9/29/2017,4805,Melvin Marxen,Central,GTX,4821,technolgy,2005,1520.66,1806,United States
ZQC7YA4X,Kami Bicknell,GTXPro,Kan-code,Lost,9/13/2017,11/17/2017,0,Summer Sewald,West,GTX,4821,software,1982,11698.03,34288,United States
J9V49YC3,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,9/13/2017,12/12/2017,5158,Summer Sewald,West,GTX,5482,medical,1985,2741.37,9226,United States
H3ZS0FBT,Marty Freudenburg,GTX Basic,Cancity,Won,9/13/2017,11/21/2017,477,Melvin Marxen,Central,GTX,550,retail,2001,718.62,2448,United States
GIIHTQGY,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,9/13/2017,11/16/2017,4972,Summer Sewald,West,GTX,5482,medical,2004,1618.89,3889,United States
0LTBCZHI,Niesha Huffines,MG Advanced,Treequote,Won,9/13/2017,11/30/2017,3902,Melvin Marxen,Central,MG,3393,telecommunications,1988,5266.09,8595,United States
8U0BUWUQ,Reed Clapper,GTX Plus Basic,Plussunin,Won,9/13/2017,12/14/2017,1176,Rocco Neubert,East,GTX,1096,retail,2003,1419.98,4018,United States
ROD5WJDM,Reed Clapper,GTXPro,Yearin,Won,9/13/2017,12/14/2017,4140,Rocco Neubert,East,GTX,4821,retail,2005,2261.05,3851,United States
86GSJWQW,Rosalina Dieter,MG Special,Golddex,Won,9/13/2017,11/30/2017,54,Celia Rouche,West,MG,55,finance,2008,52.5,165,United States
B7BT5DB8,Vicki Laflamme,MG Special,Dalttechnology,Won,9/13/2017,11/29/2017,51,Celia Rouche,West,MG,55,software,2013,98.79,96,United States
NJTWATVH,Zane Levy,GTX Basic,Labdrill,Won,9/13/2017,9/21/2017,518,Summer Sewald,West,GTX,550,medical,1985,2741.37,9226,United States
ZLIQCT7V,Zane Levy,GTX Basic,Sonron,Won,9/13/2017,12/6/2017,505,Summer Sewald,West,GTX,550,telecommunications,1999,1699.85,5108,United States
0U0GUDIX,Anna Snelling,GTX Plus Pro,Stanredtax,Won,9/14/2017,9/18/2017,5421,Dustin Brinkmann,Central,GTX,5482,finance,1987,1698.2,3798,United States
MN4ZHCUZ,Cassey Cress,GTXPro,Kan-code,Won,9/14/2017,11/23/2017,3822,Rocco Neubert,East,GTX,4821,software,1982,11698.03,34288,United States
06H63NKF,Darcel Schlecht,GTXPro,Conecom,Lost,9/14/2017,11/20/2017,0,Melvin Marxen,Central,GTX,4821,technolgy,2005,1520.66,1806,United States
GBRQN296,Donn Cantrell,MG Advanced,Ontomedia,Won,9/14/2017,12/17/2017,3331,Rocco Neubert,East,MG,3393,employment,1997,882.12,2769,United States
RBHXB5V5,Hayden Neloms,MG Special,Zoomit,Lost,9/14/2017,11/27/2017,0,Celia Rouche,West,MG,55,entertainment,1992,324.19,978,United States
59O0CDJE,James Ascencio,GTX Basic,Newex,Won,9/14/2017,12/20/2017,504,Summer Sewald,West,GTX,550,services,1991,1012.72,3492,Germany
RU9Y6GR1,James Ascencio,GTX Plus Basic,Plexzap,Won,9/14/2017,12/10/2017,1117,Summer Sewald,West,GTX,1096,retail,2001,2437.85,4874,United States
GIZAD3ZN,James Ascencio,GTXPro,Lexiqvolax,Won,9/14/2017,12/7/2017,5230,Summer Sewald,West,GTX,4821,medical,2004,1618.89,3889,United States
6CXJOT2A,Kami Bicknell,GTXPro,Fasehatice,Won,9/14/2017,9/16/2017,4844,Summer Sewald,West,GTX,4821,retail,1990,4968.91,7523,United States
Y9NTV3K5,Kami Bicknell,MG Advanced,Labdrill,Won,9/14/2017,9/23/2017,3596,Summer Sewald,West,MG,3393,medical,1985,2741.37,9226,United States
GPVQIS5U,Kary Hendrixson,GTXPro,Plexzap,Lost,9/14/2017,9/30/2017,0,Summer Sewald,West,GTX,4821,retail,2001,2437.85,4874,United States
LI9RCAQ6,Kary Hendrixson,GTXPro,Scotfind,Won,9/14/2017,11/1/2017,4593,Summer Sewald,West,GTX,4821,software,1996,6354.87,16780,United States
DT8SWPLT,Lajuana Vencill,GTX Basic,dambase,Won,9/14/2017,12/12/2017,545,Dustin Brinkmann,Central,GTX,550,marketing,1995,2173.98,2928,United States
URRBXP0V,Lajuana Vencill,MG Advanced,Rangreen,Won,9/14/2017,11/8/2017,3362,Dustin Brinkmann,Central,MG,3393,technolgy,1987,2938.67,8775,Panama
CNAQ6R7T,Marty Freudenburg,GTX Plus Basic,Bioholding,Won,9/14/2017,12/14/2017,1086,Melvin Marxen,Central,GTX,1096,medical,2012,587.34,1356,Philipines
FBYWCLLS,Reed Clapper,GTX Basic,Acme Corporation,Lost,9/14/2017,9/28/2017,0,Rocco Neubert,East,GTX,550,technolgy,1996,1100.04,2822,United States
ZJAIST7C,Rosie Papadopoulos,GTXPro,Konex,Won,9/14/2017,12/31/2017,5153,Cara Losch,East,GTX,4821,technolgy,1980,7708.38,13756,United States
8EQRW9H5,Versie Hillebrand,MG Special,Konmatfix,Lost,9/14/2017,11/29/2017,0,Dustin Brinkmann,Central,MG,55,marketing,1985,375.43,1190,United States
F0KWRLK1,Vicki Laflamme,GTXPro,Konex,Won,9/14/2017,11/15/2017,5348,Celia Rouche,West,GTX,4821,technolgy,1980,7708.38,13756,United States
HHP6R0IX,Zane Levy,GTXPro,Finjob,Won,9/14/2017,11/5/2017,5170,Summer Sewald,West,GTX,4821,employment,1988,2059.9,3644,United States
XMRZQ8PR,Zane Levy,GTXPro,Scotfind,Won,9/14/2017,9/25/2017,4050,Summer Sewald,West,GTX,4821,software,1996,6354.87,16780,United States
77JIGDNZ,Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,9/15/2017,12/7/2017,0,Rocco Neubert,East,GTX,1096,software,2002,987.39,2253,United States
DK6L8Y0Y,Daniell Hammack,GTX Plus Basic,Vehement Capital Partners,Won,9/15/2017,9/29/2017,1221,Rocco Neubert,East,GTX,1096,finance,1993,646.1,883,United States
KA6SVT1C,Darcel Schlecht,MG Advanced,Toughzap,Lost,9/15/2017,11/16/2017,0,Melvin Marxen,Central,MG,3393,retail,1995,332.43,799,United States
8ARRIREI,Darcel Schlecht,GTX Plus Pro,Warephase,Won,9/15/2017,12/9/2017,5669,Melvin Marxen,Central,GTX,5482,services,1997,2041.73,5276,United States
W3LRLMKP,Gladys Colclough,GTX Plus Pro,Finhigh,Won,9/15/2017,12/19/2017,5385,Melvin Marxen,Central,GTX,5482,finance,2006,1102.43,1759,United States
HQKUH8XA,Markita Hansen,GTX Basic,Hottechi,Lost,9/15/2017,12/27/2017,0,Celia Rouche,West,GTX,550,technolgy,1997,8170.38,16499,Korea
6R6T68GL,Markita Hansen,MG Special,Zoomit,Won,9/15/2017,12/9/2017,48,Celia Rouche,West,MG,55,entertainment,1992,324.19,978,United States
PGT70Q4T,Markita Hansen,MG Advanced,Plexzap,Won,9/15/2017,12/1/2017,3663,Celia Rouche,West,MG,3393,retail,2001,2437.85,4874,United States
EMORZ8R8,Maureen Marcano,GTXPro,Groovestreet,Won,9/15/2017,9/30/2017,4695,Summer Sewald,West,GTX,4821,retail,2003,223.8,299,United States
V6RULHFZ,Vicki Laflamme,MG Special,Fasehatice,Lost,9/15/2017,12/30/2017,0,Celia Rouche,West,MG,55,retail,1990,4968.91,7523,United States
GRYWAPXY,Zane Levy,MG Advanced,Rantouch,Won,9/15/2017,11/7/2017,2712,Summer Sewald,West,MG,3393,telecommunications,1994,1188.42,3015,United States
ZIEI8JM3,Anna Snelling,MG Special,Ron-tech,Won,9/16/2017,12/7/2017,65,Dustin Brinkmann,Central,MG,55,medical,1992,3922.42,6837,United States
QDYFLOZW,Anna Snelling,MG Special,Statholdings,Won,9/16/2017,9/23/2017,55,Dustin Brinkmann,Central,MG,55,employment,1997,291.27,586,United States
55YURJ2E,Anna Snelling,MG Special,Streethex,Won,9/16/2017,12/30/2017,58,Dustin Brinkmann,Central,MG,55,retail,1988,1376.8,1165,Belgium
1PORK6E3,Cassey Cress,GTX Basic,Ontomedia,Won,9/16/2017,9/27/2017,512,Rocco Neubert,East,GTX,550,employment,1997,882.12,2769,United States
ENDKZ399,Corliss Cosme,GTX Plus Pro,Kan-code,Won,9/16/2017,9/24/2017,5820,Cara Losch,East,GTX,5482,software,1982,11698.03,34288,United States
VSNI41WQ,Daniell Hammack,GTX Plus Pro,Donware,Lost,9/16/2017,11/30/2017,0,Rocco Neubert,East,GTX,5482,marketing,1999,1197.44,2570,United States
87KZX1UX,Darcel Schlecht,GTX Plus Basic,Codehow,Won,9/16/2017,11/25/2017,1179,Melvin Marxen,Central,GTX,1096,software,1998,2714.9,2641,United States
PLRBC69J,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,9/16/2017,9/26/2017,1153,Melvin Marxen,Central,GTX,1096,technolgy,1987,2938.67,8775,Panama
RZB6Q4FX,Donn Cantrell,GTX Plus Basic,Ganjaflex,Won,9/16/2017,9/21/2017,892,Rocco Neubert,East,GTX,1096,retail,1995,5158.71,17479,Japan
ASK5U1TD,Donn Cantrell,GTX Plus Basic,Zathunicon,Won,9/16/2017,11/22/2017,1231,Rocco Neubert,East,GTX,1096,retail,2010,71.12,144,United States
T49Q4GWU,Donn Cantrell,MG Advanced,Plussunin,Won,9/16/2017,12/25/2017,3091,Rocco Neubert,East,MG,3393,retail,2003,1419.98,4018,United States
JJ17IHID,Garret Kinder,GTX Basic,Xx-zobam,Won,9/16/2017,11/24/2017,547,Cara Losch,East,GTX,550,entertainment,1989,3838.39,8274,United States
311WKUHC,James Ascencio,MG Special,Labdrill,Lost,9/16/2017,11/13/2017,0,Summer Sewald,West,MG,55,medical,1985,2741.37,9226,United States
JG1CD65M,James Ascencio,GTX Plus Pro,Goodsilron,Won,9/16/2017,9/18/2017,5919,Summer Sewald,West,GTX,5482,marketing,2000,2952.73,5107,United States
YIK15TLW,James Ascencio,GTX Plus Pro,Groovestreet,Won,9/16/2017,11/10/2017,5745,Summer Sewald,West,GTX,5482,retail,2003,223.8,299,United States
RYJPSM6D,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,9/16/2017,11/19/2017,0,Melvin Marxen,Central,GTX,550,finance,1987,1698.2,3798,United States
ZQK0JTVN,Jonathan Berthelot,GTX Basic,Streethex,Lost,9/16/2017,11/26/2017,0,Melvin Marxen,Central,GTX,550,retail,1988,1376.8,1165,Belgium
FB7OTAMV,Jonathan Berthelot,GTXPro,Warephase,Lost,9/16/2017,12/22/2017,0,Melvin Marxen,Central,GTX,4821,services,1997,2041.73,5276,United States
JZD1QDWA,Lajuana Vencill,MG Advanced,Cancity,Lost,9/16/2017,12/6/2017,0,Dustin Brinkmann,Central,MG,3393,retail,2001,718.62,2448,United States
LOSUVU4T,Markita Hansen,GTX Plus Pro,Konex,Lost,9/16/2017,12/9/2017,0,Celia Rouche,West,GTX,5482,technolgy,1980,7708.38,13756,United States
85LVQ6PB,Markita Hansen,GTX Plus Basic,Singletechno,Won,9/16/2017,12/15/2017,1252,Celia Rouche,West,GTX,1096,retail,1996,2214.94,5374,United States
02ILGBRB,Moses Frase,MG Special,dambase,Lost,9/16/2017,11/21/2017,0,Dustin Brinkmann,Central,MG,55,marketing,1995,2173.98,2928,United States
ZFIT4XWO,Moses Frase,MG Advanced,Stanredtax,Won,9/16/2017,12/5/2017,3039,Dustin Brinkmann,Central,MG,3393,finance,1987,1698.2,3798,United States
XH69FGJJ,Niesha Huffines,GTX Basic,Treequote,Won,9/16/2017,11/19/2017,637,Melvin Marxen,Central,GTX,550,telecommunications,1988,5266.09,8595,United States
JU2PPGP6,Reed Clapper,GTX Basic,Acme Corporation,Lost,9/16/2017,9/26/2017,0,Rocco Neubert,East,GTX,550,technolgy,1996,1100.04,2822,United States
S8Y9AAWC,Rosalina Dieter,GTXPro,Zoomit,Won,9/16/2017,12/8/2017,4614,Celia Rouche,West,GTX,4821,entertainment,1992,324.19,978,United States
I2DLJ6C3,Rosie Papadopoulos,MG Special,Gekko & Co,Won,9/16/2017,11/27/2017,51,Cara Losch,East,MG,55,retail,1990,2520.83,3502,United States
VEZ8OX88,Vicki Laflamme,GTX Basic,Plexzap,Lost,9/16/2017,11/19/2017,0,Celia Rouche,West,GTX,550,retail,2001,2437.85,4874,United States
M3QL68T6,Vicki Laflamme,GTX Basic,Plexzap,Won,9/16/2017,12/4/2017,595,Celia Rouche,West,GTX,550,retail,2001,2437.85,4874,United States
Q3K6K5V9,Vicki Laflamme,MG Special,Zoomit,Won,9/16/2017,12/26/2017,52,Celia Rouche,West,MG,55,entertainment,1992,324.19,978,United States
PEGFPDVU,Violet Mclelland,GTXPro,Konex,Won,9/16/2017,9/30/2017,5604,Cara Losch,East,GTX,4821,technolgy,1980,7708.38,13756,United States
NFT2Z7MM,Zane Levy,GTX Plus Basic,Dalttechnology,Lost,9/16/2017,11/18/2017,0,Summer Sewald,West,GTX,1096,software,2013,98.79,96,United States
YC2GBK89,Zane Levy,GTX Plus Basic,Hatfan,Lost,9/16/2017,11/12/2017,0,Summer Sewald,West,GTX,1096,services,1982,792.46,1299,United States
U008ILBM,Zane Levy,GTX Plus Basic,Plusstrip,Lost,9/16/2017,11/26/2017,0,Summer Sewald,West,GTX,1096,entertainment,2002,349.81,315,United States
VA0I9SDD,Zane Levy,GTXPro,Konex,Won,9/16/2017,9/27/2017,5360,Summer Sewald,West,GTX,4821,technolgy,1980,7708.38,13756,United States
41HHBQRT,Cassey Cress,GTX Basic,Xx-zobam,Lost,9/17/2017,12/13/2017,0,Rocco Neubert,East,GTX,550,entertainment,1989,3838.39,8274,United States
T6BHNN1O,Cecily Lampkin,MG Special,Betatech,Lost,9/17/2017,11/13/2017,0,Dustin Brinkmann,Central,MG,55,medical,1986,647.18,1185,Kenya
S8DOH11H,Corliss Cosme,GTXPro,Ganjaflex,Lost,9/17/2017,11/14/2017,0,Cara Losch,East,GTX,4821,retail,1995,5158.71,17479,Japan
F8F6MA24,Corliss Cosme,GTX Basic,Sumace,Won,9/17/2017,12/19/2017,538,Cara Losch,East,GTX,550,retail,2000,167.89,493,Romania
ZXXWIGFR,Darcel Schlecht,GTXPro,Cancity,Lost,9/17/2017,12/2/2017,0,Melvin Marxen,Central,GTX,4821,retail,2001,718.62,2448,United States
L7CFCOR6,Darcel Schlecht,GTX Plus Pro,Conecom,Won,9/17/2017,11/28/2017,5668,Melvin Marxen,Central,GTX,5482,technolgy,2005,1520.66,1806,United States
AAUTJ747,Darcel Schlecht,GTXPro,Warephase,Won,9/17/2017,12/11/2017,5220,Melvin Marxen,Central,GTX,4821,services,1997,2041.73,5276,United States
X7VUR49L,Donn Cantrell,GTXPro,Betasoloin,Won,9/17/2017,9/26/2017,5763,Rocco Neubert,East,GTX,4821,medical,1999,251.41,495,United States
U7L0IZLB,James Ascencio,GTX Plus Pro,Sunnamplex,Lost,9/17/2017,11/26/2017,0,Summer Sewald,West,GTX,5482,marketing,2008,894.37,1593,Poland
THNEGVH2,Kary Hendrixson,GTX Plus Basic,Lexiqvolax,Won,9/17/2017,11/14/2017,948,Summer Sewald,West,GTX,1096,medical,2004,1618.89,3889,United States
D1ANNMSO,Lajuana Vencill,GTX Basic,Rundofase,Won,9/17/2017,11/19/2017,487,Dustin Brinkmann,Central,GTX,550,technolgy,1983,1008.06,1238,United States
LMVQ6B9P,Lajuana Vencill,GTX Plus Basic,Funholding,Won,9/17/2017,11/18/2017,1072,Dustin Brinkmann,Central,GTX,1096,finance,1991,2819.5,7227,United States
OQBVGILR,Markita Hansen,MG Special,Singletechno,Won,9/17/2017,12/16/2017,56,Celia Rouche,West,MG,55,retail,1996,2214.94,5374,United States
8LA72RM8,Maureen Marcano,MG Advanced,Donware,Engaging,9/17/2017,,,Summer Sewald,West,MG,3393,marketing,1999,1197.44,2570,United States
